country,image_id,path
Austria,164_231,topo_patches\Austria\164_231_Topo.npy
Austria,169_242,topo_patches\Austria\169_242_Topo.npy
Austria,122_211,topo_patches\Austria\122_211_Topo.npy
Austria,134_221,topo_patches\Austria\134_221_Topo.npy
Austria,149_222,topo_patches\Austria\149_222_Topo.npy
Austria,191_244,topo_patches\Austria\191_244_Topo.npy
Austria,194_244,topo_patches\Austria\194_244_Topo.npy
Austria,210_312,topo_patches\Austria\210_312_Topo.npy
Austria,207_311,topo_patches\Austria\207_311_Topo.npy
Austria,219_312,topo_patches\Austria\219_312_Topo.npy
Austria,198_311,topo_patches\Austria\198_311_Topo.npy
Austria,185_243,topo_patches\Austria\185_243_Topo.npy
Austria,225_313,topo_patches\Austria\225_313_Topo.npy
Austria,167_242,topo_patches\Austria\167_242_Topo.npy
Austria,216_312,topo_patches\Austria\216_312_Topo.npy
Austria,196_244,topo_patches\Austria\196_244_Topo.npy
Austria,228_313,topo_patches\Austria\228_313_Topo.npy
Austria,243_322,topo_patches\Austria\243_322_Topo.npy
Austria,140_221,topo_patches\Austria\140_221_Topo.npy
Austria,176_243,topo_patches\Austria\176_243_Topo.npy
Austria,222_313,topo_patches\Austria\222_313_Topo.npy
Austria,182_243,topo_patches\Austria\182_243_Topo.npy
Austria,240_321,topo_patches\Austria\240_321_Topo.npy
Austria,170_242,topo_patches\Austria\170_242_Topo.npy
Austria,205_311,topo_patches\Austria\205_311_Topo.npy
Austria,234_321,topo_patches\Austria\234_321_Topo.npy
Austria,246_322,topo_patches\Austria\246_322_Topo.npy
Austria,231_321,topo_patches\Austria\231_321_Topo.npy
Austria,211_312,topo_patches\Austria\211_312_Topo.npy
Austria,213_312,topo_patches\Austria\213_312_Topo.npy
Austria,220_313,topo_patches\Austria\220_313_Topo.npy
Austria,188_244,topo_patches\Austria\188_244_Topo.npy
Austria,270_331,topo_patches\Austria\270_331_Topo.npy
Austria,202_311,topo_patches\Austria\202_311_Topo.npy
Austria,229_313,topo_patches\Austria\229_313_Topo.npy
Austria,264_331,topo_patches\Austria\264_331_Topo.npy
Austria,261_324,topo_patches\Austria\261_324_Topo.npy
Austria,258_324,topo_patches\Austria\258_324_Topo.npy
Austria,279_332,topo_patches\Austria\279_332_Topo.npy
Austria,276_332,topo_patches\Austria\276_332_Topo.npy
Austria,244_322,topo_patches\Austria\244_322_Topo.npy
Austria,232_321,topo_patches\Austria\232_321_Topo.npy
Austria,208_311,topo_patches\Austria\208_311_Topo.npy
Austria,267_331,topo_patches\Austria\267_331_Topo.npy
Austria,226_313,topo_patches\Austria\226_313_Topo.npy
Austria,217_312,topo_patches\Austria\217_312_Topo.npy
Austria,235_321,topo_patches\Austria\235_321_Topo.npy
Austria,252_322,topo_patches\Austria\252_322_Topo.npy
Austria,249_322,topo_patches\Austria\249_322_Topo.npy
Austria,237_321,topo_patches\Austria\237_321_Topo.npy
Austria,282_332,topo_patches\Austria\282_332_Topo.npy
Austria,223_313,topo_patches\Austria\223_313_Topo.npy
Austria,273_331,topo_patches\Austria\273_331_Topo.npy
Austria,212_312,topo_patches\Austria\212_312_Topo.npy
Austria,262_324,topo_patches\Austria\262_324_Topo.npy
Austria,247_322,topo_patches\Austria\247_322_Topo.npy
Austria,241_321,topo_patches\Austria\241_321_Topo.npy
Austria,197_244,topo_patches\Austria\197_244_Topo.npy
Austria,265_331,topo_patches\Austria\265_331_Topo.npy
Austria,245_322,topo_patches\Austria\245_322_Topo.npy
Austria,199_311,topo_patches\Austria\199_311_Topo.npy
Austria,221_313,topo_patches\Austria\221_313_Topo.npy
Austria,259_324,topo_patches\Austria\259_324_Topo.npy
Austria,227_313,topo_patches\Austria\227_313_Topo.npy
Austria,214_312,topo_patches\Austria\214_312_Topo.npy
Austria,206_311,topo_patches\Austria\206_311_Topo.npy
Austria,218_312,topo_patches\Austria\218_312_Topo.npy
Austria,277_332,topo_patches\Austria\277_332_Topo.npy
Austria,224_313,topo_patches\Austria\224_313_Topo.npy
Austria,250_322,topo_patches\Austria\250_322_Topo.npy
Austria,233_321,topo_patches\Austria\233_321_Topo.npy
Austria,203_311,topo_patches\Austria\203_311_Topo.npy
Austria,280_332,topo_patches\Austria\280_332_Topo.npy
Austria,271_331,topo_patches\Austria\271_331_Topo.npy
Austria,263_324,topo_patches\Austria\263_324_Topo.npy
Austria,266_331,topo_patches\Austria\266_331_Topo.npy
Austria,288_333,topo_patches\Austria\288_333_Topo.npy
Austria,236_321,topo_patches\Austria\236_321_Topo.npy
Austria,268_331,topo_patches\Austria\268_331_Topo.npy
Austria,238_321,topo_patches\Austria\238_321_Topo.npy
Austria,242_322,topo_patches\Austria\242_322_Topo.npy
Austria,253_324,topo_patches\Austria\253_324_Topo.npy
Austria,291_333,topo_patches\Austria\291_333_Topo.npy
Austria,255_324,topo_patches\Austria\255_324_Topo.npy
Austria,294_333,topo_patches\Austria\294_333_Topo.npy
Austria,200_311,topo_patches\Austria\200_311_Topo.npy
Austria,230_313,topo_patches\Austria\230_313_Topo.npy
Austria,215_312,topo_patches\Austria\215_312_Topo.npy
Austria,300_335,topo_patches\Austria\300_335_Topo.npy
Austria,303_335,topo_patches\Austria\303_335_Topo.npy
Austria,209_312,topo_patches\Austria\209_312_Topo.npy
Austria,285_332,topo_patches\Austria\285_332_Topo.npy
Austria,274_331,topo_patches\Austria\274_331_Topo.npy
Austria,297_335,topo_patches\Austria\297_335_Topo.npy
Austria,321_412,topo_patches\Austria\321_412_Topo.npy
Austria,289_333,topo_patches\Austria\289_333_Topo.npy
Austria,309_411,topo_patches\Austria\309_411_Topo.npy
Austria,248_322,topo_patches\Austria\248_322_Topo.npy
Austria,272_331,topo_patches\Austria\272_331_Topo.npy
Austria,283_332,topo_patches\Austria\283_332_Topo.npy
Austria,315_411,topo_patches\Austria\315_411_Topo.npy
Austria,312_411,topo_patches\Austria\312_411_Topo.npy
Austria,256_324,topo_patches\Austria\256_324_Topo.npy
Austria,278_332,topo_patches\Austria\278_332_Topo.npy
Austria,239_321,topo_patches\Austria\239_321_Topo.npy
Austria,324_412,topo_patches\Austria\324_412_Topo.npy
Austria,254_324,topo_patches\Austria\254_324_Topo.npy
Austria,295_333,topo_patches\Austria\295_333_Topo.npy
Austria,251_322,topo_patches\Austria\251_322_Topo.npy
Austria,269_331,topo_patches\Austria\269_331_Topo.npy
Austria,301_335,topo_patches\Austria\301_335_Topo.npy
Austria,333_511,topo_patches\Austria\333_511_Topo.npy
Austria,327_412,topo_patches\Austria\327_412_Topo.npy
Austria,292_333,topo_patches\Austria\292_333_Topo.npy
Austria,286_333,topo_patches\Austria\286_333_Topo.npy
Austria,260_324,topo_patches\Austria\260_324_Topo.npy
Austria,304_335,topo_patches\Austria\304_335_Topo.npy
Austria,275_332,topo_patches\Austria\275_332_Topo.npy
Austria,330_511,topo_patches\Austria\330_511_Topo.npy
Austria,284_332,topo_patches\Austria\284_332_Topo.npy
Austria,336_511,topo_patches\Austria\336_511_Topo.npy
Austria,322_412,topo_patches\Austria\322_412_Topo.npy
Austria,257_324,topo_patches\Austria\257_324_Topo.npy
Austria,345_512,topo_patches\Austria\345_512_Topo.npy
Austria,348_512,topo_patches\Austria\348_512_Topo.npy
Austria,298_335,topo_patches\Austria\298_335_Topo.npy
Austria,313_411,topo_patches\Austria\313_411_Topo.npy
Austria,310_411,topo_patches\Austria\310_411_Topo.npy
Austria,287_333,topo_patches\Austria\287_333_Topo.npy
Austria,318_411,topo_patches\Austria\318_411_Topo.npy
Austria,302_335,topo_patches\Austria\302_335_Topo.npy
Austria,342_512,topo_patches\Austria\342_512_Topo.npy
Austria,316_411,topo_patches\Austria\316_411_Topo.npy
Austria,290_333,topo_patches\Austria\290_333_Topo.npy
Austria,325_412,topo_patches\Austria\325_412_Topo.npy
Austria,351_512,topo_patches\Austria\351_512_Topo.npy
Austria,328_412,topo_patches\Austria\328_412_Topo.npy
Austria,281_332,topo_patches\Austria\281_332_Topo.npy
Austria,293_333,topo_patches\Austria\293_333_Topo.npy
Austria,331_511,topo_patches\Austria\331_511_Topo.npy
Austria,305_335,topo_patches\Austria\305_335_Topo.npy
Austria,337_511,topo_patches\Austria\337_511_Topo.npy
Austria,339_511,topo_patches\Austria\339_511_Topo.npy
Austria,334_511,topo_patches\Austria\334_511_Topo.npy
Austria,299_335,topo_patches\Austria\299_335_Topo.npy
Austria,343_512,topo_patches\Austria\343_512_Topo.npy
Austria,349_512,topo_patches\Austria\349_512_Topo.npy
Austria,323_412,topo_patches\Austria\323_412_Topo.npy
Austria,317_411,topo_patches\Austria\317_411_Topo.npy
Austria,326_412,topo_patches\Austria\326_412_Topo.npy
Austria,296_333,topo_patches\Austria\296_333_Topo.npy
Austria,329_412,topo_patches\Austria\329_412_Topo.npy
Austria,319_412,topo_patches\Austria\319_412_Topo.npy
Austria,311_411,topo_patches\Austria\311_411_Topo.npy
Austria,306_335,topo_patches\Austria\306_335_Topo.npy
Austria,340_511,topo_patches\Austria\340_511_Topo.npy
Austria,338_511,topo_patches\Austria\338_511_Topo.npy
Austria,332_511,topo_patches\Austria\332_511_Topo.npy
Austria,350_512,topo_patches\Austria\350_512_Topo.npy
Austria,346_512,topo_patches\Austria\346_512_Topo.npy
Austria,320_412,topo_patches\Austria\320_412_Topo.npy
Austria,341_512,topo_patches\Austria\341_512_Topo.npy
Austria,344_512,topo_patches\Austria\344_512_Topo.npy
Austria,314_411,topo_patches\Austria\314_411_Topo.npy
Austria,307_335,topo_patches\Austria\307_335_Topo.npy
Austria,347_512,topo_patches\Austria\347_512_Topo.npy
Austria,335_511,topo_patches\Austria\335_511_Topo.npy
Austria,308_411,topo_patches\Austria\308_411_Topo.npy
Azores Islands,19_321,topo_patches\Azores Islands\19_321_Topo.npy
Azores Islands,01_112,topo_patches\Azores Islands\01_112_Topo.npy
Azores Islands,11_221,topo_patches\Azores Islands\11_221_Topo.npy
Azores Islands,00_111,topo_patches\Azores Islands\00_111_Topo.npy
Azores Islands,27_523,topo_patches\Azores Islands\27_523_Topo.npy
Azores Islands,07_133,topo_patches\Azores Islands\07_133_Topo.npy
Azores Islands,24_411,topo_patches\Azores Islands\24_411_Topo.npy
Azores Islands,23_333,topo_patches\Azores Islands\23_333_Topo.npy
Azores Islands,05_131,topo_patches\Azores Islands\05_131_Topo.npy
Azores Islands,17_312,topo_patches\Azores Islands\17_312_Topo.npy
Azores Islands,15_243,topo_patches\Azores Islands\15_243_Topo.npy
Azores Islands,06_132,topo_patches\Azores Islands\06_132_Topo.npy
Azores Islands,04_124,topo_patches\Azores Islands\04_124_Topo.npy
Azores Islands,03_123,topo_patches\Azores Islands\03_123_Topo.npy
Azores Islands,25_412,topo_patches\Azores Islands\25_412_Topo.npy
Azores Islands,09_142,topo_patches\Azores Islands\09_142_Topo.npy
Azores Islands,02_121,topo_patches\Azores Islands\02_121_Topo.npy
Azores Islands,18_313,topo_patches\Azores Islands\18_313_Topo.npy
Azores Islands,20_322,topo_patches\Azores Islands\20_322_Topo.npy
Azores Islands,26_512,topo_patches\Azores Islands\26_512_Topo.npy
Azores Islands,14_242,topo_patches\Azores Islands\14_242_Topo.npy
Azores Islands,10_211,topo_patches\Azores Islands\10_211_Topo.npy
Azores Islands,13_231,topo_patches\Azores Islands\13_231_Topo.npy
Azores Islands,16_311,topo_patches\Azores Islands\16_311_Topo.npy
Azores Islands,12_222,topo_patches\Azores Islands\12_222_Topo.npy
Azores Islands,08_141,topo_patches\Azores Islands\08_141_Topo.npy
Azores Islands,21_324,topo_patches\Azores Islands\21_324_Topo.npy
Azores Islands,22_332,topo_patches\Azores Islands\22_332_Topo.npy
Belgium,046_211,topo_patches\Belgium\046_211_Topo.npy
Belgium,022_124,topo_patches\Belgium\022_124_Topo.npy
Belgium,026_131,topo_patches\Belgium\026_131_Topo.npy
Belgium,000_111,topo_patches\Belgium\000_111_Topo.npy
Belgium,006_112,topo_patches\Belgium\006_112_Topo.npy
Belgium,036_141,topo_patches\Belgium\036_141_Topo.npy
Belgium,056_242,topo_patches\Belgium\056_242_Topo.npy
Belgium,030_132,topo_patches\Belgium\030_132_Topo.npy
Belgium,044_211,topo_patches\Belgium\044_211_Topo.npy
Belgium,004_112,topo_patches\Belgium\004_112_Topo.npy
Belgium,040_142,topo_patches\Belgium\040_142_Topo.npy
Belgium,012_122,topo_patches\Belgium\012_122_Topo.npy
Belgium,038_141,topo_patches\Belgium\038_141_Topo.npy
