country,image_id,path
Austria,030_121,label_patches\Austria\030_121_Labels.npy
Austria,048_123,label_patches\Austria\048_123_Labels.npy
Austria,060_124,label_patches\Austria\060_124_Labels.npy
Austria,009_111,label_patches\Austria\009_111_Labels.npy
Austria,036_122,label_patches\Austria\036_122_Labels.npy
Austria,054_123,label_patches\Austria\054_123_Labels.npy
Austria,021_112,label_patches\Austria\021_112_Labels.npy
Austria,006_111,label_patches\Austria\006_111_Labels.npy
Austria,075_131,label_patches\Austria\075_131_Labels.npy
Austria,000_111,label_patches\Austria\000_111_Labels.npy
Austria,072_131,label_patches\Austria\072_131_Labels.npy
Austria,042_122,label_patches\Austria\042_122_Labels.npy
Austria,085_132,label_patches\Austria\085_132_Labels.npy
Austria,088_133,label_patches\Austria\088_133_Labels.npy
Austria,033_122,label_patches\Austria\033_122_Labels.npy
Austria,079_132,label_patches\Austria\079_132_Labels.npy
Austria,024_121,label_patches\Austria\024_121_Labels.npy
Austria,057_124,label_patches\Austria\057_124_Labels.npy
Austria,040_122,label_patches\Austria\040_122_Labels.npy
Austria,017_112,label_patches\Austria\017_112_Labels.npy
Austria,089_133,label_patches\Austria\089_133_Labels.npy
Austria,080_132,label_patches\Austria\080_132_Labels.npy
Austria,032_121,label_patches\Austria\032_121_Labels.npy
Austria,086_132,label_patches\Austria\086_132_Labels.npy
Austria,011_112,label_patches\Austria\011_112_Labels.npy
Austria,053_123,label_patches\Austria\053_123_Labels.npy
Austria,014_112,label_patches\Austria\014_112_Labels.npy
Austria,041_122,label_patches\Austria\041_122_Labels.npy
Austria,074_131,label_patches\Austria\074_131_Labels.npy
Austria,029_121,label_patches\Austria\029_121_Labels.npy
Austria,038_122,label_patches\Austria\038_122_Labels.npy
Austria,090_133,label_patches\Austria\090_133_Labels.npy
Austria,093_133,label_patches\Austria\093_133_Labels.npy
Austria,068_131,label_patches\Austria\068_131_Labels.npy
Austria,020_112,label_patches\Austria\020_112_Labels.npy
Austria,059_124,label_patches\Austria\059_124_Labels.npy
Austria,062_124,label_patches\Austria\062_124_Labels.npy
Austria,026_121,label_patches\Austria\026_121_Labels.npy
Austria,117_142,label_patches\Austria\117_142_Labels.npy
Austria,096_133,label_patches\Austria\096_133_Labels.npy
Austria,071_131,label_patches\Austria\071_131_Labels.npy
Austria,023_121,label_patches\Austria\023_121_Labels.npy
Austria,035_122,label_patches\Austria\035_122_Labels.npy
Austria,114_142,label_patches\Austria\114_142_Labels.npy
Austria,108_141,label_patches\Austria\108_141_Labels.npy
Austria,099_141,label_patches\Austria\099_141_Labels.npy
Austria,002_111,label_patches\Austria\002_111_Labels.npy
Austria,005_111,label_patches\Austria\005_111_Labels.npy
Austria,007_111,label_patches\Austria\007_111_Labels.npy
Austria,047_123,label_patches\Austria\047_123_Labels.npy
Austria,105_141,label_patches\Austria\105_141_Labels.npy
Austria,097_133,label_patches\Austria\097_133_Labels.npy
Austria,126_211,label_patches\Austria\126_211_Labels.npy
Austria,129_211,label_patches\Austria\129_211_Labels.npy
Austria,123_211,label_patches\Austria\123_211_Labels.npy
Austria,118_142,label_patches\Austria\118_142_Labels.npy
Austria,065_124,label_patches\Austria\065_124_Labels.npy
Austria,044_123,label_patches\Austria\044_123_Labels.npy
Austria,091_133,label_patches\Austria\091_133_Labels.npy
Austria,111_142,label_patches\Austria\111_142_Labels.npy
Austria,094_133,label_patches\Austria\094_133_Labels.npy
Austria,138_221,label_patches\Austria\138_221_Labels.npy
Austria,120_142,label_patches\Austria\120_142_Labels.npy
Austria,056_124,label_patches\Austria\056_124_Labels.npy
Austria,077_132,label_patches\Austria\077_132_Labels.npy
Austria,124_211,label_patches\Austria\124_211_Labels.npy
Austria,147_222,label_patches\Austria\147_222_Labels.npy
Austria,106_141,label_patches\Austria\106_141_Labels.npy
Austria,098_133,label_patches\Austria\098_133_Labels.npy
Austria,153_222,label_patches\Austria\153_222_Labels.npy
Austria,083_132,label_patches\Austria\083_132_Labels.npy
Austria,050_123,label_patches\Austria\050_123_Labels.npy
Austria,144_222,label_patches\Austria\144_222_Labels.npy
Austria,150_222,label_patches\Austria\150_222_Labels.npy
Austria,156_231,label_patches\Austria\156_231_Labels.npy
Austria,008_111,label_patches\Austria\008_111_Labels.npy
Austria,119_142,label_patches\Austria\119_142_Labels.npy
Austria,109_141,label_patches\Austria\109_141_Labels.npy
Austria,135_221,label_patches\Austria\135_221_Labels.npy
Austria,121_211,label_patches\Austria\121_211_Labels.npy
Austria,159_231,label_patches\Austria\159_231_Labels.npy
Austria,095_133,label_patches\Austria\095_133_Labels.npy
Austria,102_141,label_patches\Austria\102_141_Labels.npy
Austria,092_133,label_patches\Austria\092_133_Labels.npy
Austria,141_221,label_patches\Austria\141_221_Labels.npy
Austria,115_142,label_patches\Austria\115_142_Labels.npy
Austria,132_221,label_patches\Austria\132_221_Labels.npy
Austria,107_141,label_patches\Austria\107_141_Labels.npy
Austria,154_231,label_patches\Austria\154_231_Labels.npy
Austria,171_242,label_patches\Austria\171_242_Labels.npy
Austria,151_222,label_patches\Austria\151_222_Labels.npy
Austria,112_142,label_patches\Austria\112_142_Labels.npy
Austria,130_211,label_patches\Austria\130_211_Labels.npy
Austria,168_242,label_patches\Austria\168_242_Labels.npy
Austria,125_211,label_patches\Austria\125_211_Labels.npy
Austria,162_231,label_patches\Austria\162_231_Labels.npy
Austria,186_243,label_patches\Austria\186_243_Labels.npy
Austria,174_242,label_patches\Austria\174_242_Labels.npy
Austria,189_244,label_patches\Austria\189_244_Labels.npy
Austria,160_231,label_patches\Austria\160_231_Labels.npy
Austria,165_242,label_patches\Austria\165_242_Labels.npy
Austria,157_231,label_patches\Austria\157_231_Labels.npy
Austria,145_222,label_patches\Austria\145_222_Labels.npy
Austria,177_243,label_patches\Austria\177_243_Labels.npy
Austria,148_222,label_patches\Austria\148_222_Labels.npy
Austria,192_244,label_patches\Austria\192_244_Labels.npy
Austria,142_221,label_patches\Austria\142_221_Labels.npy
Austria,100_141,label_patches\Austria\100_141_Labels.npy
Austria,116_142,label_patches\Austria\116_142_Labels.npy
Austria,180_243,label_patches\Austria\180_243_Labels.npy
Austria,183_243,label_patches\Austria\183_243_Labels.npy
Austria,136_221,label_patches\Austria\136_221_Labels.npy
Austria,110_142,label_patches\Austria\110_142_Labels.npy
Austria,133_221,label_patches\Austria\133_221_Labels.npy
Austria,127_211,label_patches\Austria\127_211_Labels.npy
Austria,172_242,label_patches\Austria\172_242_Labels.npy
Austria,103_141,label_patches\Austria\103_141_Labels.npy
Austria,190_244,label_patches\Austria\190_244_Labels.npy
Austria,139_221,label_patches\Austria\139_221_Labels.npy
Austria,155_231,label_patches\Austria\155_231_Labels.npy
Austria,178_243,label_patches\Austria\178_243_Labels.npy
Austria,113_142,label_patches\Austria\113_142_Labels.npy
Austria,184_243,label_patches\Austria\184_243_Labels.npy
Austria,146_222,label_patches\Austria\146_222_Labels.npy
Austria,163_231,label_patches\Austria\163_231_Labels.npy
Austria,152_222,label_patches\Austria\152_222_Labels.npy
Austria,193_244,label_patches\Austria\193_244_Labels.npy
Austria,104_141,label_patches\Austria\104_141_Labels.npy
Austria,101_141,label_patches\Austria\101_141_Labels.npy
Austria,137_221,label_patches\Austria\137_221_Labels.npy
Austria,166_242,label_patches\Austria\166_242_Labels.npy
Austria,161_231,label_patches\Austria\161_231_Labels.npy
Austria,181_243,label_patches\Austria\181_243_Labels.npy
Austria,195_244,label_patches\Austria\195_244_Labels.npy
Austria,175_242,label_patches\Austria\175_242_Labels.npy
Austria,128_211,label_patches\Austria\128_211_Labels.npy
Austria,187_244,label_patches\Austria\187_244_Labels.npy
Austria,201_311,label_patches\Austria\201_311_Labels.npy
Austria,143_222,label_patches\Austria\143_222_Labels.npy
Austria,173_242,label_patches\Austria\173_242_Labels.npy
Austria,158_231,label_patches\Austria\158_231_Labels.npy
Austria,131_211,label_patches\Austria\131_211_Labels.npy
Austria,179_243,label_patches\Austria\179_243_Labels.npy
Austria,204_311,label_patches\Austria\204_311_Labels.npy
Austria,164_231,label_patches\Austria\164_231_Labels.npy
Austria,169_242,label_patches\Austria\169_242_Labels.npy
Austria,122_211,label_patches\Austria\122_211_Labels.npy
Austria,134_221,label_patches\Austria\134_221_Labels.npy
Austria,149_222,label_patches\Austria\149_222_Labels.npy
Austria,191_244,label_patches\Austria\191_244_Labels.npy
Austria,194_244,label_patches\Austria\194_244_Labels.npy
Austria,210_312,label_patches\Austria\210_312_Labels.npy
Austria,207_311,label_patches\Austria\207_311_Labels.npy
Austria,219_312,label_patches\Austria\219_312_Labels.npy
Austria,198_311,label_patches\Austria\198_311_Labels.npy
Austria,185_243,label_patches\Austria\185_243_Labels.npy
Austria,225_313,label_patches\Austria\225_313_Labels.npy
Austria,167_242,label_patches\Austria\167_242_Labels.npy
Austria,216_312,label_patches\Austria\216_312_Labels.npy
Austria,196_244,label_patches\Austria\196_244_Labels.npy
Austria,228_313,label_patches\Austria\228_313_Labels.npy
Austria,243_322,label_patches\Austria\243_322_Labels.npy
Austria,140_221,label_patches\Austria\140_221_Labels.npy
Austria,176_243,label_patches\Austria\176_243_Labels.npy
Austria,222_313,label_patches\Austria\222_313_Labels.npy
Austria,182_243,label_patches\Austria\182_243_Labels.npy
Austria,240_321,label_patches\Austria\240_321_Labels.npy
Austria,170_242,label_patches\Austria\170_242_Labels.npy
Austria,205_311,label_patches\Austria\205_311_Labels.npy
Austria,234_321,label_patches\Austria\234_321_Labels.npy
Austria,246_322,label_patches\Austria\246_322_Labels.npy
Austria,231_321,label_patches\Austria\231_321_Labels.npy
Austria,211_312,label_patches\Austria\211_312_Labels.npy
Austria,213_312,label_patches\Austria\213_312_Labels.npy
Austria,220_313,label_patches\Austria\220_313_Labels.npy
Austria,188_244,label_patches\Austria\188_244_Labels.npy
Austria,270_331,label_patches\Austria\270_331_Labels.npy
Austria,202_311,label_patches\Austria\202_311_Labels.npy
Austria,229_313,label_patches\Austria\229_313_Labels.npy
Austria,261_324,label_patches\Austria\261_324_Labels.npy
Austria,264_331,label_patches\Austria\264_331_Labels.npy
Austria,258_324,label_patches\Austria\258_324_Labels.npy
Austria,279_332,label_patches\Austria\279_332_Labels.npy
Austria,276_332,label_patches\Austria\276_332_Labels.npy
Austria,244_322,label_patches\Austria\244_322_Labels.npy
Austria,232_321,label_patches\Austria\232_321_Labels.npy
Austria,208_311,label_patches\Austria\208_311_Labels.npy
Austria,267_331,label_patches\Austria\267_331_Labels.npy
Austria,226_313,label_patches\Austria\226_313_Labels.npy
Austria,217_312,label_patches\Austria\217_312_Labels.npy
Austria,235_321,label_patches\Austria\235_321_Labels.npy
Austria,252_322,label_patches\Austria\252_322_Labels.npy
Austria,249_322,label_patches\Austria\249_322_Labels.npy
Austria,237_321,label_patches\Austria\237_321_Labels.npy
Austria,282_332,label_patches\Austria\282_332_Labels.npy
Austria,223_313,label_patches\Austria\223_313_Labels.npy
Austria,273_331,label_patches\Austria\273_331_Labels.npy
Austria,212_312,label_patches\Austria\212_312_Labels.npy
Austria,262_324,label_patches\Austria\262_324_Labels.npy
Austria,247_322,label_patches\Austria\247_322_Labels.npy
Austria,241_321,label_patches\Austria\241_321_Labels.npy
Austria,197_244,label_patches\Austria\197_244_Labels.npy
Austria,265_331,label_patches\Austria\265_331_Labels.npy
Austria,245_322,label_patches\Austria\245_322_Labels.npy
Austria,199_311,label_patches\Austria\199_311_Labels.npy
Austria,221_313,label_patches\Austria\221_313_Labels.npy
Austria,259_324,label_patches\Austria\259_324_Labels.npy
Austria,227_313,label_patches\Austria\227_313_Labels.npy
Austria,214_312,label_patches\Austria\214_312_Labels.npy
Austria,206_311,label_patches\Austria\206_311_Labels.npy
Austria,218_312,label_patches\Austria\218_312_Labels.npy
Austria,277_332,label_patches\Austria\277_332_Labels.npy
Austria,224_313,label_patches\Austria\224_313_Labels.npy
Austria,250_322,label_patches\Austria\250_322_Labels.npy
Austria,233_321,label_patches\Austria\233_321_Labels.npy
Austria,203_311,label_patches\Austria\203_311_Labels.npy
Austria,280_332,label_patches\Austria\280_332_Labels.npy
Austria,271_331,label_patches\Austria\271_331_Labels.npy
Austria,263_324,label_patches\Austria\263_324_Labels.npy
Austria,266_331,label_patches\Austria\266_331_Labels.npy
Austria,288_333,label_patches\Austria\288_333_Labels.npy
Austria,236_321,label_patches\Austria\236_321_Labels.npy
Austria,268_331,label_patches\Austria\268_331_Labels.npy
Austria,238_321,label_patches\Austria\238_321_Labels.npy
Austria,242_322,label_patches\Austria\242_322_Labels.npy
Austria,253_324,label_patches\Austria\253_324_Labels.npy
Austria,291_333,label_patches\Austria\291_333_Labels.npy
Austria,255_324,label_patches\Austria\255_324_Labels.npy
Austria,294_333,label_patches\Austria\294_333_Labels.npy
Austria,200_311,label_patches\Austria\200_311_Labels.npy
Austria,230_313,label_patches\Austria\230_313_Labels.npy
Austria,215_312,label_patches\Austria\215_312_Labels.npy
Austria,300_335,label_patches\Austria\300_335_Labels.npy
Austria,303_335,label_patches\Austria\303_335_Labels.npy
Austria,209_312,label_patches\Austria\209_312_Labels.npy
Austria,285_332,label_patches\Austria\285_332_Labels.npy
Austria,274_331,label_patches\Austria\274_331_Labels.npy
Austria,297_335,label_patches\Austria\297_335_Labels.npy
Austria,321_412,label_patches\Austria\321_412_Labels.npy
Austria,289_333,label_patches\Austria\289_333_Labels.npy
Austria,309_411,label_patches\Austria\309_411_Labels.npy
Austria,248_322,label_patches\Austria\248_322_Labels.npy
Austria,272_331,label_patches\Austria\272_331_Labels.npy
Austria,283_332,label_patches\Austria\283_332_Labels.npy
Austria,315_411,label_patches\Austria\315_411_Labels.npy
Austria,312_411,label_patches\Austria\312_411_Labels.npy
Austria,256_324,label_patches\Austria\256_324_Labels.npy
Austria,278_332,label_patches\Austria\278_332_Labels.npy
Austria,239_321,label_patches\Austria\239_321_Labels.npy
Austria,324_412,label_patches\Austria\324_412_Labels.npy
Austria,254_324,label_patches\Austria\254_324_Labels.npy
Austria,295_333,label_patches\Austria\295_333_Labels.npy
Austria,251_322,label_patches\Austria\251_322_Labels.npy
Austria,269_331,label_patches\Austria\269_331_Labels.npy
Austria,301_335,label_patches\Austria\301_335_Labels.npy
Austria,333_511,label_patches\Austria\333_511_Labels.npy
Austria,327_412,label_patches\Austria\327_412_Labels.npy
Austria,292_333,label_patches\Austria\292_333_Labels.npy
Austria,286_333,label_patches\Austria\286_333_Labels.npy
Austria,260_324,label_patches\Austria\260_324_Labels.npy
Austria,304_335,label_patches\Austria\304_335_Labels.npy
Austria,275_332,label_patches\Austria\275_332_Labels.npy
Austria,330_511,label_patches\Austria\330_511_Labels.npy
Austria,284_332,label_patches\Austria\284_332_Labels.npy
Austria,336_511,label_patches\Austria\336_511_Labels.npy
Austria,322_412,label_patches\Austria\322_412_Labels.npy
Austria,257_324,label_patches\Austria\257_324_Labels.npy
Austria,345_512,label_patches\Austria\345_512_Labels.npy
Austria,348_512,label_patches\Austria\348_512_Labels.npy
Austria,298_335,label_patches\Austria\298_335_Labels.npy
Austria,313_411,label_patches\Austria\313_411_Labels.npy
Austria,310_411,label_patches\Austria\310_411_Labels.npy
Austria,287_333,label_patches\Austria\287_333_Labels.npy
Austria,318_411,label_patches\Austria\318_411_Labels.npy
Austria,302_335,label_patches\Austria\302_335_Labels.npy
Austria,342_512,label_patches\Austria\342_512_Labels.npy
Austria,316_411,label_patches\Austria\316_411_Labels.npy
Austria,290_333,label_patches\Austria\290_333_Labels.npy
Austria,325_412,label_patches\Austria\325_412_Labels.npy
Austria,351_512,label_patches\Austria\351_512_Labels.npy
Austria,328_412,label_patches\Austria\328_412_Labels.npy
Austria,281_332,label_patches\Austria\281_332_Labels.npy
Austria,293_333,label_patches\Austria\293_333_Labels.npy
Austria,331_511,label_patches\Austria\331_511_Labels.npy
Austria,305_335,label_patches\Austria\305_335_Labels.npy
Austria,337_511,label_patches\Austria\337_511_Labels.npy
Austria,339_511,label_patches\Austria\339_511_Labels.npy
Austria,334_511,label_patches\Austria\334_511_Labels.npy
Austria,299_335,label_patches\Austria\299_335_Labels.npy
Austria,343_512,label_patches\Austria\343_512_Labels.npy
Austria,349_512,label_patches\Austria\349_512_Labels.npy
Austria,323_412,label_patches\Austria\323_412_Labels.npy
Austria,317_411,label_patches\Austria\317_411_Labels.npy
Austria,326_412,label_patches\Austria\326_412_Labels.npy
Austria,296_333,label_patches\Austria\296_333_Labels.npy
Austria,329_412,label_patches\Austria\329_412_Labels.npy
Austria,319_412,label_patches\Austria\319_412_Labels.npy
Austria,311_411,label_patches\Austria\311_411_Labels.npy
Austria,306_335,label_patches\Austria\306_335_Labels.npy
Austria,340_511,label_patches\Austria\340_511_Labels.npy
Austria,338_511,label_patches\Austria\338_511_Labels.npy
Austria,332_511,label_patches\Austria\332_511_Labels.npy
Austria,350_512,label_patches\Austria\350_512_Labels.npy
Austria,346_512,label_patches\Austria\346_512_Labels.npy
Austria,320_412,label_patches\Austria\320_412_Labels.npy
Austria,341_512,label_patches\Austria\341_512_Labels.npy
Austria,344_512,label_patches\Austria\344_512_Labels.npy
Austria,314_411,label_patches\Austria\314_411_Labels.npy
Austria,307_335,label_patches\Austria\307_335_Labels.npy
Austria,347_512,label_patches\Austria\347_512_Labels.npy
Austria,335_511,label_patches\Austria\335_511_Labels.npy
Austria,308_411,label_patches\Austria\308_411_Labels.npy
Azores Islands,19_321,label_patches\Azores Islands\19_321_Labels.npy
Azores Islands,01_112,label_patches\Azores Islands\01_112_Labels.npy
Azores Islands,11_221,label_patches\Azores Islands\11_221_Labels.npy
Azores Islands,00_111,label_patches\Azores Islands\00_111_Labels.npy
Azores Islands,27_523,label_patches\Azores Islands\27_523_Labels.npy
Azores Islands,07_133,label_patches\Azores Islands\07_133_Labels.npy
Azores Islands,24_411,label_patches\Azores Islands\24_411_Labels.npy
Azores Islands,23_333,label_patches\Azores Islands\23_333_Labels.npy
Azores Islands,05_131,label_patches\Azores Islands\05_131_Labels.npy
Azores Islands,17_312,label_patches\Azores Islands\17_312_Labels.npy
Azores Islands,15_243,label_patches\Azores Islands\15_243_Labels.npy
Azores Islands,06_132,label_patches\Azores Islands\06_132_Labels.npy
Azores Islands,04_124,label_patches\Azores Islands\04_124_Labels.npy
Azores Islands,03_123,label_patches\Azores Islands\03_123_Labels.npy
Azores Islands,25_412,label_patches\Azores Islands\25_412_Labels.npy
Azores Islands,09_142,label_patches\Azores Islands\09_142_Labels.npy
Azores Islands,02_121,label_patches\Azores Islands\02_121_Labels.npy
Azores Islands,18_313,label_patches\Azores Islands\18_313_Labels.npy
Azores Islands,20_322,label_patches\Azores Islands\20_322_Labels.npy
Azores Islands,26_512,label_patches\Azores Islands\26_512_Labels.npy
Azores Islands,14_242,label_patches\Azores Islands\14_242_Labels.npy
Azores Islands,10_211,label_patches\Azores Islands\10_211_Labels.npy
Azores Islands,13_231,label_patches\Azores Islands\13_231_Labels.npy
Azores Islands,16_311,label_patches\Azores Islands\16_311_Labels.npy
Azores Islands,12_222,label_patches\Azores Islands\12_222_Labels.npy
Azores Islands,08_141,label_patches\Azores Islands\08_141_Labels.npy
Azores Islands,21_324,label_patches\Azores Islands\21_324_Labels.npy
Azores Islands,22_332,label_patches\Azores Islands\22_332_Labels.npy
Belgium,046_211,label_patches\Belgium\046_211_Labels.npy
Belgium,022_124,label_patches\Belgium\022_124_Labels.npy
Belgium,026_131,label_patches\Belgium\026_131_Labels.npy
Belgium,000_111,label_patches\Belgium\000_111_Labels.npy
Belgium,006_112,label_patches\Belgium\006_112_Labels.npy
Belgium,036_141,label_patches\Belgium\036_141_Labels.npy
Belgium,056_242,label_patches\Belgium\056_242_Labels.npy
Belgium,030_132,label_patches\Belgium\030_132_Labels.npy
Belgium,044_211,label_patches\Belgium\044_211_Labels.npy
Belgium,004_112,label_patches\Belgium\004_112_Labels.npy
Belgium,040_142,label_patches\Belgium\040_142_Labels.npy
Belgium,012_122,label_patches\Belgium\012_122_Labels.npy
Belgium,038_141,label_patches\Belgium\038_141_Labels.npy
Belgium,050_222,label_patches\Belgium\050_222_Labels.npy
Belgium,042_142,label_patches\Belgium\042_142_Labels.npy
Belgium,010_121,label_patches\Belgium\010_121_Labels.npy
Belgium,014_122,label_patches\Belgium\014_122_Labels.npy
Belgium,016_123,label_patches\Belgium\016_123_Labels.npy
Belgium,052_231,label_patches\Belgium\052_231_Labels.npy
Belgium,028_132,label_patches\Belgium\028_132_Labels.npy
Belgium,008_121,label_patches\Belgium\008_121_Labels.npy
Belgium,018_123,label_patches\Belgium\018_123_Labels.npy
Belgium,024_131,label_patches\Belgium\024_131_Labels.npy
Belgium,027_131,label_patches\Belgium\027_131_Labels.npy
Belgium,048_222,label_patches\Belgium\048_222_Labels.npy
Belgium,020_124,label_patches\Belgium\020_124_Labels.npy
Belgium,001_111,label_patches\Belgium\001_111_Labels.npy
Belgium,047_211,label_patches\Belgium\047_211_Labels.npy
Belgium,032_133,label_patches\Belgium\032_133_Labels.npy
Belgium,054_231,label_patches\Belgium\054_231_Labels.npy
Belgium,023_124,label_patches\Belgium\023_124_Labels.npy
Belgium,045_211,label_patches\Belgium\045_211_Labels.npy
Belgium,053_231,label_patches\Belgium\053_231_Labels.npy
Belgium,058_242,label_patches\Belgium\058_242_Labels.npy
Belgium,034_133,label_patches\Belgium\034_133_Labels.npy
Belgium,007_112,label_patches\Belgium\007_112_Labels.npy
Belgium,039_141,label_patches\Belgium\039_141_Labels.npy
Belgium,037_141,label_patches\Belgium\037_141_Labels.npy
Belgium,031_132,label_patches\Belgium\031_132_Labels.npy
Belgium,051_222,label_patches\Belgium\051_222_Labels.npy
Belgium,011_121,label_patches\Belgium\011_121_Labels.npy
Belgium,015_122,label_patches\Belgium\015_122_Labels.npy
Belgium,029_132,label_patches\Belgium\029_132_Labels.npy
Belgium,021_124,label_patches\Belgium\021_124_Labels.npy
Belgium,019_123,label_patches\Belgium\019_123_Labels.npy
Belgium,005_112,label_patches\Belgium\005_112_Labels.npy
Belgium,025_131,label_patches\Belgium\025_131_Labels.npy
Belgium,064_311,label_patches\Belgium\064_311_Labels.npy
Belgium,049_222,label_patches\Belgium\049_222_Labels.npy
Belgium,017_123,label_patches\Belgium\017_123_Labels.npy
Belgium,060_243,label_patches\Belgium\060_243_Labels.npy
Belgium,033_133,label_patches\Belgium\033_133_Labels.npy
